Unnamed: 0,id,company,location,postDate,title scraped for,Country,upper_salary,lower_salary,payment_frequency,State,age,Position,year_of_exp,contract_type,eligibility,title_cleaned,skills_list
4826,job_0e9d97e5cb934a37,Webtech It Solutions,"Mohali, Punjab",Posted 1 day ago,Web Developer,India,420000.0,120000.0,Yearly,Mohali,,,1.0,Full-time,undergraduate,PHP Developer,"['PHP', 'D', 'C', 'R']"
4827,job_fc76fa1491752647,Pronota,"Mohali, Punjab",Posted 1 day ago,Web Developer,India,36734.0,10785.0,Monthly,Mohali,,,1.0,Full-time,postgraduate,PHP & Wordpress Developer,['R']
4828,job_d90541f94e7fcec6,PierianDx,"Pune, Maharashtra",Posted 1 day ago,Web Developer,India,,,,Pune,,,4.0,,,Software Engineer,['R']
4829,job_efef54c4ce5e7eb8,NK Crafts & Designs Pvt Ltd,"Remote in Hyderabad, Telangana",Posted 1 day ago,Web Developer,India,,300000.0,Yearly,Remote in Hyderabad,,Senior Level,3.0,,undergraduate,PHP Programmer,['R']
4830,job_39a6cf46ada1f316,Sysol System Solution,"Calicut, Kerala",Posted 1 day ago,Web Developer,India,30000.0,20000.0,Monthly,Calicut,,,1.0,Full-time,undergraduate,PHP Developer,"['D', 'C', 'Laravel', 'R', 'PHP']"
4831,job_c6e7ff5989b36a4d,World Web Technology Pvt. Ltd.,"Ahmedabad, Gujarat",Posted 1 day ago,Web Developer,India,,15000.0,Monthly,Ahmedabad,,,1.0,,undergraduate,PHP Developer   Fresher,"['D', 'C', 'CSS', 'Go', 'HTML', 'PHP', 'Java', 'ML']"
4832,job_0b36ec89bc7b7cbe,Jewels Infosystems,"Jaipur, Rajasthan",Posted 1 day ago,Web Developer,India,60000.0,15000.0,Monthly,Jaipur,,,1.0,,undergraduate,React Native Developer,"['D', 'C', 'Java', 'R']"
4833,job_dea9263d600fd4fe,Jewels Infosystems,"Jaipur, Rajasthan",Posted 1 day ago,Web Developer,India,50000.0,15000.0,Monthly,Jaipur,,,1.0,Full-time,undergraduate,ASP.NET MVC Developer,"['SQL', 'D', 'C', 'CSS', 'Go', 'HTML', 'R', '.NET', 'Databases', 'server', 'ML']"
4834,job_114ea8080bcc94fa,Dotcod Innovation Private Limited,"Chennai, Tamil Nadu+1 location",Posted 1 day ago,Web Developer,India,300000.0,150000.0,Yearly,Chennai,,,2.0,Full-time,,Full Stack Developer,"['SQL', 'jQuery', 'D', 'C', 'CSS', 'HTML', 'PHP', 'ML', 'MySQL']"
4835,job_fe28236a6d98feca,Cognate Global Business Solutions Pvt Ltd,"Mysore, Karnataka",Posted 1 day ago,Web Developer,India,300000.0,150000.0,Yearly,Mysore,,,1.0,,undergraduate,Database Developer,"['SQL', 'D', 'C', 'HTML', 'R', 'Java', 'ML', 'Excel']"
4836,job_b9e031d4639618d7,Digital Prospects Consulting,"Noida, Uttar Pradesh",Posted 1 day ago,Web Developer,India,65000.0,30000.0,Monthly,Noida,,,2.0,Full-time,undergraduate,Full Stack Developer,['R']
4837,job_c369836e68536fba,Reliant Institute of Logistics,"Kochi, Kerala",Posted 1 day ago,Web Developer,India,30000.0,25000.0,Monthly,Kochi,,,3.0,Full-time,,WordPress   PHP Developer,"['PHP', 'C', 'R']"
4838,job_393caf005d79efb5,Binary Code Technologies,+1 locationRemote,Posted 1 day ago,Web Developer,India,70000.0,30000.0,Monthly,+1 locationRemote,,,3.0,Full-time,undergraduate,.Net Developer,"['D', 'C', 'C#', 'R', '.NET', 'Git', 'DevOps', 'Vi']"
4839,job_d605d904fc8d0a8e,Evervent,"Mohali, Punjab",Posted 1 day ago,Web Developer,India,800000.0,300000.0,Yearly,Mohali,,,2.0,Full-time,,PHP Developer,"['PHP', 'D', 'R']"
4840,job_161fa0b206ea160b,Hello Project,"Coimbatore, Tamil Nadu",Hiring ongoing,Web Developer,India,,15000.0,Monthly,Coimbatore,,,1.0,Full-time,undergraduate,6 month to,"['PHP', 'C', 'R', 'Go']"
4841,job_61430b738cc96326,Dot wibe,"Aluva, Kerala",Posted 1 day ago,Web Developer,India,,8086.0,Monthly,Aluva,,,1.0,Full-time,undergraduate,PHP Web Developer,['R']
4842,job_fa4255cd4328f1ab,Vrhunec IT Private Limited,"Amritsar, Punjab",Posted 1 day ago,Web Developer,India,70000.0,20000.0,Monthly,Amritsar,,,1.0,,undergraduate,PHP Developer,['R']
4843,job_65ed8aa9616cea82,Cloudare Technologies,"Bengaluru, Karnataka",Posted 1 day ago,Web Developer,India,1500000.0,306875.0,Yearly,Bengaluru,,,1.0,,postgraduate,Asp.net MVC OR .Net Core Developer,"['AWS', 'SQL', 'C', '.net', 'D', 'C#', 'Go', 'R', 'js', '.NET', 'Java', 'WCF', 'UI']"
4844,job_4bd5636661d68d31,Klientship technologies pvt.ltd,"Mangalore, Karnataka",Posted 1 day ago,Web Developer,India,,3000.0,Monthly,Mangalore,,,1.0,Full-time,undergraduate,Web Designer Intern,['R']
4845,job_83f865fef3253794,Wavyinformatics,"Panchkula, Haryana",Posted 1 day ago,Web Developer,India,40000.0,18000.0,Monthly,Panchkula,,Senior Level,1.0,,postgraduate,Senior PHP Developer,"['SQL', 'D', 'C', 'CSS', 'HTML', 'R', 'PHP', 'Java', 'ML', 'MySQL']"
4846,job_5cd83053f0c2f9ab,CM Solutionz,"Mohali, Punjab",Posted 1 day ago,Web Developer,India,30000.0,12999.0,Monthly,Mohali,,Senior Level,1.0,Full-time,,Experienced React.js Developers,"['js', 'R']"
4847,job_c7432cca08fa4dd3,Arccus Inc,"Rajkot, Gujarat+1 location",Posted 1 day ago,Web Developer,India,48189.0,10215.0,Monthly,Rajkot,,,1.0,Full-time,undergraduate,Laravel Developer,"['PHP', 'R', 'server']"
4848,job_71706e42f29aba14,Wavyinformatics,"Panchkula, Haryana",Posted 1 day ago,Web Developer,India,30387.0,15000.0,Monthly,Panchkula,,,1.0,,postgraduate,PHP Developer,['R']
4849,job_514fd37062742a74,SVN IMAGING PRIVATE LIMITED,"Chennai, Tamil Nadu",1 day ago,Web Developer,India,30000.0,15000.0,Monthly,Chennai,,Senior Level,2.0,Full-time,undergraduate,Senior PHP Developer,['R']
4850,job_f84ad1e5abbc5525,Umenit Solutions LLP,"Remote in Noida, Uttar Pradesh",1 day ago,Web Developer,India,,,,Remote in Noida,,,2.0,Full-time,undergraduate,Dot Net Developer with Angular,"['C', '.net', 'R']"
4851,job_71936ba63d85f7fe,JuristAssociates,"Remote in Calicut, Kerala",1 day ago,Web Developer,India,,240000.0,Yearly,Remote in Calicut,,,2.0,Full-time,,Specialist,"['XML', 'SQL', 'D', 'C', 'CSS', 'Go', 'HTML', 'R', 'SDLC', 'PHP', 'Java', 'ML']"
4852,job_5bd705eceea374fa,Recruit Skills,Remote,Hiring ongoing,Web Developer,India,1800000.0,1000000.0,Yearly,Remote,,Senior Level,5.0,Full-time,postgraduate,Senior .Net Backend Developer,"['JSON', 'SQL', 'D', 'C', 'R', 'Git']"
4853,job_a3e23d44a69b7e59,Justlab Technologies,"Remote in Calicut, Kerala",1 day ago,Web Developer,India,30000.0,15000.0,Monthly,Remote in Calicut,,,1.0,Full-time,undergraduate,Laravel PHP Developer,"['SQL', 'jQuery', 'D', 'C', 'CSS', 'Laravel', 'HTML', 'js', 'PHP', 'Java', 'ML', 'MySQL']"
4854,job_d7c2f0ce246ee80e,Misha Infotech Pvt Ltd,"Noida, Uttar Pradesh",1 day ago,Web Developer,India,,30000.0,Monthly,Noida,,,3.0,Full-time,undergraduate,iOS Developer,"['D', 'R']"
4855,job_ff7da22b3576329a,Wavyinformatics,"Panchkula, Haryana",1 day ago,Web Developer,India,25000.0,12000.0,Monthly,Panchkula,,Mid-Level,1.0,,,Junior PHP Developer,['R']
4856,job_0db43a975c980142,Netcat Technologies Pvt. Ltd,"Chennai, Tamil Nadu",1 day ago,Web Developer,India,40000.0,30000.0,Monthly,Chennai,,,1.0,Full-time,undergraduate,PHP Laravel Developer,"['D', 'C', 'CSS', 'Laravel', 'Go', 'HTML', 'PHP', 'Java', 'ML']"
4857,job_6ddca728f589a360,Manpower Core Group Inc.,Temporarily Remote,Hiring ongoing,Web Developer,India,16000.0,15000.0,Monthly,Temporarily Remote,,,5.0,,,Front End Developer,['R']
4858,job_0524f91df51ceb9c,Bepoj,"Chandigarh, Chandigarh",1 day ago,Web Developer,India,50000.0,20000.0,Monthly,Chandigarh,,,,Full-time,undergraduate,PHP Developer,['R']
4859,job_fdc434e58ab2213b,Aakar assets,"Indore, Madhya Pradesh",1 day ago,Web Developer,India,20000.0,10000.0,Monthly,Indore,,,1.0,,undergraduate,PHP Developer,['R']
4860,job_bc64b5a28c469c9b,The Professionals Tally Ghar,"Meerut, Uttar Pradesh",1 day ago,Web Developer,India,15000.0,8000.0,Monthly,Meerut,,,2.0,,,Web Developer,['R']
4861,job_4491d1fe3335a269,Big A Solutions,"Temporarily Remote in Madurai, Tamil Nadu",1 day ago,Web Developer,India,13000.0,10000.0,Monthly,Temporarily Remote in Madurai,,,1.0,Full-time,undergraduate,PHP Web Developer,"['SQL', 'D', 'C', 'CSS', 'Go', 'HTML', 'R', 'PHP', 'Java', 'NoSQL', 'ML']"
4862,job_f6cf6503983ea611,AppInsight Technologies,"Udipi, Karnataka",1 day ago,Web Developer,India,,12000.0,Monthly,Udipi,,,1.0,,undergraduate,ReactJS Developer,"['AWS', 'UX', 'SQL', 'D', 'C', 'Go', 'R', 'js', 'Java', 'NoSQL', 'Django', 'UI', 'Excel']"
4863,job_81cecf78c100833a,Laqshya Infosoft Solutions,"Pune, Maharashtra",1 day ago,Web Developer,India,650000.0,500000.0,Yearly,Pune,,,1.0,,postgraduate,Asp.Net MVC Developer,['R']
4864,job_04140d887d4ffc97,Notech Tricon,"Sreekaryam, Thiruvananthapuram, Kerala",1 day ago,Web Developer,India,18000.0,12000.0,Monthly,Sreekaryam,,,1.0,Full-time,,PHP Developer,['R']
4865,job_4e9b1064e9da8497,Resh and Thosh Technologies Pvt Ltd,"Chennai, Tamil Nadu",1 day ago,Web Developer,India,500000.0,300000.0,Yearly,Chennai,,,2.0,,undergraduate,Dot Net Developer,"['D', 'C', 'C#', 'R', '.NET']"
4866,job_46ce8e4951b83253,Unlimint,"Gurgaon, Haryana",1 day ago,Web Developer,India,,,,Gurgaon,,,3.0,,postgraduate,QA Engineer   Game Services Team,"['MongoDB', 'SQL', 'D', 'C', 'PostgreSQL', 'Docker', 'client', 'R', 'Git', 'server', 'Flexible']"
4867,job_74c4cc67ad2648bb,V4C Solutions Pvt Ltd,"Kochi, Kerala",1 day ago,Web Developer,India,20000.0,10000.0,Monthly,Kochi,,,,,undergraduate,PHP Developer,"['SQL', 'jQuery', 'D', 'C', 'CSS', 'Laravel', 'Go', 'HTML', 'R', 'PHP', 'ML', 'MySQL']"
4868,job_9f5fe97134e992e8,Alchemist Training&Placement Solutions Pvt.Ltd,"Ernakulam, Kerala",1 day ago,Web Developer,India,80000.0,50000.0,Monthly,Ernakulam,,Senior Level,1.0,Full-time,,Senior PHP Full Stack Web Developer,"['SQL', 'D', 'C', 'CSS', 'Laravel', 'Go', 'R', 'PHP', 'Java', 'MySQL', 'CodeIgniter']"
4869,job_06291838614a4f77,SkillGenic Academy,"Indore, Madhya Pradesh",1 day ago,Web Developer,India,25000.0,10000.0,Monthly,Indore,,,1.0,Full-time,undergraduate,PHP Developer,['R']
4870,job_3a98846b6cae4740,Universe Technologies,"Surat, Gujarat",1 day ago,Web Developer,India,30000.0,15000.0,Monthly,Surat,,,1.0,Full-time,postgraduate,PHP Wordpress Developer,"['SQL', 'jQuery', 'D', 'C', 'CSS', 'Go', 'R', 'Java', 'Creative', 'server', 'MySQL']"
4871,job_79dc9921f7e857f5,Praswebart Private Limited,"Chinchwad, Pune, Maharashtra+1 location",1 day ago,Web Developer,India,35000.0,20000.0,Monthly,Chinchwad,,,,Contract,,PHP Laravel Developer,"['Laravel', 'D', 'C', 'R']"
4872,job_0fa03bdd521074d7,Hogarth Worldwide,"Chennai, Tamil Nadu",1 day ago,Web Developer,India,,,,Chennai,,Senior Level,,,,Senior Front End Engineer,"['D', 'C', 'CSS', 'C#', 'client', 'C++', 'HTML', 'R', 'Java', 'Git', 'DevOps', 'ML', 'SAS']"
4873,job_e18f2a28d557a6cd,Byzero Technologies,"Coimbatore, Tamil Nadu",1 day ago,Web Developer,India,45000.0,15000.0,Monthly,Coimbatore,,,2.0,Full-time,undergraduate,PHP Developer,"['SQL', 'D', 'C', 'CSS', 'Laravel', 'CVS', 'Go', 'HTML', 'R', 'PHP', 'Java', 'Git', 'NoSQL', 'Mercurial', 'ML', 'CodeIgniter']"
4874,job_833ac25814de733b,Vyshnavi Information Technology,"Bengaluru, Karnataka",1 day ago,Web Developer,India,,,,Bengaluru,,,2.0,,undergraduate,Dot Net Developer,"['D', 'C', 'R']"
4875,job_2ef06d81ccba493d,The Professionals Tally Ghar,"Meerut, Uttar Pradesh",1 day ago,Web Developer,India,15000.0,8000.0,Monthly,Meerut,,,2.0,,,Web Designer,"['D', 'R']"
4876,job_d9f1a0d569570185,DIGISTAG SERVICES LLP,"Dum Dum, Kolkata, West Bengal",1 day ago,Web Developer,India,15000.0,10000.0,Monthly,Dum Dum,,,1.0,,undergraduate,Laravel Developer,"['SQL', 'D', 'C', 'CSS', 'Laravel', 'Go', 'HTML', 'R', 'PHP', 'Java', 'Creative', 'problem solver', 'ML', 'MySQL']"
4877,job_f0710f5b7f7205a6,Compumax IT Solutions,"Hyderabad, Telangana",1 day ago,Web Developer,India,,11000.0,Monthly,Hyderabad,,,1.0,,undergraduate,Software Developer,['R']
4878,job_c68205d58741da83,Sri Hema Infotech,"Chennai, Tamil Nadu",1 day ago,Web Developer,India,,,,Chennai,,,2.0,Full-time,,PHP Laravel Developer   Immediate requirement,['R']
4879,job_140f792a5642a470,Wissen Technology,"Bengaluru, Karnataka",Posted 1 day ago,Web Developer,India,2000000.0,1000000.0,Yearly,Bengaluru,,,2.0,,undergraduate,Dot Net Developer,"['UX', 'SQL', 'D', 'C', 'C#', 'CSS', 'HTML', 'R', '.NET', 'js', 'Java', 'Git', 'NoSQL', 'server', 'ML', 'SAS', 'UI', 'Excel']"
4880,job_66acebce072dc4d8,Bestex Research,"Chandigarh, Chandigarh+1 location",Posted 1 day ago,Web Developer,India,,,,Chandigarh,,,10.0,,postgraduate,Full Stack Engineering Lead,"['SQL', 'D', 'C', 'C++', 'R', 'Databases', 'Django', 'Python']"
4881,job_f249e83338ca00c9,Web Indore IT Solution,"Indore, Madhya Pradesh",Posted 1 day ago,Web Developer,India,30000.0,10000.0,Monthly,Indore,,,1.0,Full-time,undergraduate,PHP Developer,['R']
4882,job_3b270d26a2db6770,Deputize Consultancy Private limited,"Mumbai, Maharashtra",Posted 1 day ago,Web Developer,India,700000.0,500000.0,Yearly,Mumbai,,,2.0,Full-time,postgraduate,Junior Asp.net MVC Developer,"['D', 'C', 'R']"
4883,job_5f0e6d89379260ed,Netcentric,"Pune, Maharashtra",Posted 2 days ago,Web Developer,India,,,,Pune,,,,,postgraduate,Frontend Engineer,"['jQuery', 'D', 'C', 'YUI', 'CSS', 'client', 'Go', 'HTML', 'R', 'js', 'Java', 'Git', 'server', 'ML', 'UI']"
4884,job_dc2d12d9856d9a2e,SNT Infotech,"Noida, Uttar Pradesh",Posted 2 days ago,Web Developer,India,,,,Noida,,,,,,PHP Developer,"['SQL', 'D', 'C', 'R', 'PHP', 'Java', 'MySQL', 'Javascript']"
4885,job_fd93fefc9557916f,opentext,"Bengaluru, Karnataka",Posted 2 days ago,Web Developer,India,,,,Bengaluru,,Mid-Level,3.0,,,Software Engineer,"['Objective-C', 'D', 'C', 'R', 'Java', 'Git', 'server', 'Swift']"
4886,job_670406c498625842,Netcentric,"Pune, Maharashtra",Posted 2 days ago,Web Developer,India,,,,Pune,,,,,undergraduate,AEM Developer,"['XML', 'jQuery', 'D', 'C', 'CSS', 'Go', 'HTML', 'R', 'Java', 'ML']"
4887,job_3fa467b08d9f4aa5,WhiteCrow Research,"Mumbai, Maharashtra",Posted 2 days ago,Web Developer,India,,,,Mumbai,,,1.0,,,.Net & Angular Developer,['R']
4888,job_4d64d8a429c93efd,ZigUp,"Bengaluru, Karnataka",Posted 2 days ago,Web Developer,India,,,,Bengaluru,,,2.0,,,Performance Engineer II,"['XML', 'D', 'C', 'C++', 'HTML', 'R', 'Java', 'ML', 'Vi']"
4889,job_fa288fd8d20c491a,ZigUp,"Bengaluru, Karnataka",Posted 2 days ago,Web Developer,India,,,,Bengaluru,,,15.0,,undergraduate,MTS/SeniorMTS/Staff Engineer   Kubernetes/GoLang,"['D', 'C', 'Go', 'R', 'BA']"
4890,job_97f2648aa4e0c98b,ZigUp,"Bengaluru, Karnataka",Posted 2 days ago,Web Developer,India,,,,Bengaluru,,,3.0,,undergraduate,Software Development Engineer,"['SQL', 'jQuery', 'D', 'C', 'C#', 'R', 'js', '.NET', 'server', 'Node.js']"
4891,job_700d639febcd28ca,ZigUp,"Bengaluru, Karnataka",Posted 2 days ago,Web Developer,India,,,,Bengaluru,,,6.0,,undergraduate,CSDP SaaS Infrastructure Staff Engineer,[]
4892,job_93dded17d8788728,ZigUp,"Bengaluru, Karnataka",Posted 2 days ago,Web Developer,India,,,,Bengaluru,,Senior Level,3.0,,,Senior Software Engineer   Application Security,['R']
4893,job_8cd426d664aa3a2f,ZigUp,"Bengaluru, Karnataka",Posted 2 days ago,Web Developer,India,,,,Bengaluru,,Senior Level,4.0,,,Senior Software Engineer   DevOps,['R']
4894,job_52b98fc43ab4ad8a,Eden Innovative Infotech Pvt Ltd,"Kochi, Kerala",Posted 2 days ago,Web Developer,India,200000.0,100000.0,Monthly,Kochi,,,1.0,,undergraduate,Python Developer,"['D', 'C', 'client', 'R', 'server', 'Python']"
4895,job_b80e6182e66cbc34,Gramin Shiksha Private Limited,"Haryana, Haryana",Posted 2 days ago,Web Developer,India,,,,Haryana,,,,Full-time,undergraduate,Required Web Developer  and Content Creater,"['D', 'C', 'R']"
4896,job_7f84a28011710309,Squire Information Technologies Pvt Ltd,"Nehru Place, Delhi, Delhi",Posted 2 days ago,Web Developer,India,27846.0,12564.0,Monthly,Nehru Place,,,1.0,Full-time,undergraduate,Web Developer,"['jQuery', 'D', 'C', 'CSS', 'Go', 'HTML', 'R', 'PHP', 'Java', 'Git', 'Mercurial', 'ML']"
4897,job_f670eb308a2cac6a,NotHuman.ai,"Remote in Mumbai, Maharashtra",Posted 2 days ago,Web Developer,India,25000.0,10000.0,Monthly,Remote in Mumbai,,,1.0,,postgraduate,Web Developer,"['jQuery', 'C', 'CSS', 'Go', 'HTML', 'Java', 'ML']"
4898,job_731f9b473d7bd6a0,MMR Infotech,"Basaveshwaranagar, Bengaluru, Karnataka",Posted 2 days ago,Web Developer,India,1493273.0,355944.0,Yearly,Basaveshwaranagar,,,1.0,Full-time,undergraduate,ReactJS Developer,"['D', 'C', 'CSS', 'Go', 'HTML', 'R', 'js', 'Java', 'ML', 'Excel']"
4899,job_42a9dedbf52ef801,Digantara,"Bengaluru, Karnataka",Posted 2 days ago,Web Developer,India,1800000.0,429946.0,Yearly,Bengaluru,,,4.0,Full-time,undergraduate,Full Stack Developer,"['ATL', 'SQL', 'D', 'C', 'CSS', 'asp', 'R', 'UI', 'server', 'Python', 'UX']"
4900,job_48f4093bb97cfbd9,Waterneer Biokube Technologies,"Alwar, Rajasthan",Posted 2 days ago,Web Developer,India,33599.0,8086.0,Monthly,Alwar,,,,Full-time,undergraduate,Web Developer,"['wordpress', 'R']"
4901,job_b0105f5098d7accf,gorakhpurwale.com,"Gorakhpur, Uttar Pradesh",Posted 2 days ago,Web Developer,India,,1000.0,Monthly,Gorakhpur,,,,Contract,,Web Development Intern,"['SQL', 'D', 'C', 'wordpress', 'CSS', 'HTML', 'R', 'PHP', 'Java', 'ML', 'MySQL']"
4902,job_1c2f3c9864f3a302,NOI Technologies Pvt. Ltd.,"Jaipur, Rajasthan",Posted 2 days ago,Web Developer,India,35000.0,22000.0,Monthly,Jaipur,,Senior Level,1.0,Full-time,,Senior UI Developer,"['jQuery', 'D', 'C', 'CSS', 'Go', 'HTML', 'R', 'Java', 'ML']"
4903,job_cb921cf2ffb702bb,Greenwave IT,"Bengaluru, Karnataka",Posted 2 days ago,Web Developer,India,1600000.0,1200000.0,Yearly,Bengaluru,,,2.0,Full-time,,Node JS Developer,"['client', 'Excel']"
4904,job_141a6ef15f48e5b0,webcreaters,"Panchkula, Haryana",Posted 2 days ago,Web Developer,India,20000.0,5000.0,Monthly,Panchkula,,,1.0,,undergraduate,Web Designers,"['D', 'C', 'R']"
4905,job_0aa8ea9720561789,BizBezzie Private Limited,"Remote in Pune, Maharashtra",Posted 2 days ago,Web Developer,India,12000.0,10000.0,Monthly,Remote in Pune,,,1.0,,,Django Developer,"['D', 'R', 'Django']"
4906,job_8ea948c36dd893c2,Heaven's Manpower Solutions,"Ernakulam, Kerala",Posted 2 days ago,Web Developer,India,40000.0,30000.0,Monthly,Ernakulam,,,5.0,,,Content Writer cum Web Designer,"['D', 'C', 'CSS', 'Go', 'HTML', 'R', 'Java', 'api', 'ML', 'Excel']"
4907,job_77ff867aaece86b4,TECHTORY,"Gurgaon, Haryana",Posted 2 days ago,Web Developer,India,,,,Gurgaon,,,,Full-time,postgraduate,Backend Engineer,"['AWS', 'SQL', 'D', 'C', 'R', 'js', 'Django', 'Node.js', 'Python']"
4908,job_cb51e6a221344bfa,Freedom Property Investors,Remote,Posted 2 days ago,Web Developer,India,,,,Remote,,,2.0,,,Full Stack Developer,"['jQuery', 'D', 'C', 'CSS', 'Laravel', 'R', 'PHP', 'Git']"
4909,job_e33916f802d9fafc,Hawkdive,"Patna, Bihar",Posted 2 days ago,Web Developer,India,10000.0,7000.0,Monthly,Patna,,,,,undergraduate,Web Developer Wordpress and PHP Intern   Patna,['R']
4910,job_390a175107a7b9ff,Coregenic Softwares Private Limited,"Noida, Uttar Pradesh",Posted 2 days ago,Web Developer,India,30000.0,20000.0,Monthly,Noida,,,2.0,Full-time,postgraduate,Web & Graphic Designer,"['jQuery', 'D', 'C', 'CSS', 'Go', 'HTML', 'Java', 'Creative', 'ML', 'MS Office', 'UI']"
4911,job_33fc90e2051a231e,Jeronone Technologies Pvt. Ltd.,"Mohali, Punjab",Posted 2 days ago,Web Developer,India,31251.0,10101.0,Monthly,Mohali,,,1.0,,undergraduate,Web Designer,['R']
4912,job_c568739910ee7f28,Seanergy Digital India Pvt Ltd,"Hyderabad, Telangana",Posted 2 days ago,Web Developer,India,,1000000.0,Yearly,Hyderabad,,,4.0,Full-time,undergraduate,Ruby on Rails Developer,"['SQL', 'D', 'C', 'CSS', 'Docker', 'Go', 'R', 'Git', 'Flexible']"
4913,job_f2daead4f6e513b4,BRHC CONCRETE INDUSTRIES,"Faridabad, Haryana",Posted 2 days ago,Web Developer,India,,28000.0,Monthly,Faridabad,,,1.0,Full-time,undergraduate,PHP Web Developer,"['D', 'C', 'R', 'CSS']"
4914,job_95f332429d6def88,Digital Promotion Team,"Noida, Uttar Pradesh",Posted 2 days ago,Web Developer,India,,30000.0,Monthly,Noida,,,1.0,,undergraduate,Full Stack Developer,"['D', 'C', 'CSS', 'Go', 'HTML', 'R', 'PHP', 'server', 'ML', 'UX']"
4915,job_273cb12324b91a25,ALMA Information Technology,"Patiala, Punjab",Posted 2 days ago,Web Developer,India,,,,Patiala,,,1.0,,undergraduate,Web Designer & Developer,['R']
4916,job_ed975912ab8893d9,martobizs pvt ltd,"Thane, Maharashtra",Posted 2 days ago,Web Developer,India,30000.0,25000.0,Monthly,Thane,,,1.0,Full-time,undergraduate,Android Developer,"['D', 'C', 'R']"
4917,job_26f7b71046f00c53,Magnet Brains Software Technology Private Limited,"Bhopal, Madhya Pradesh",Posted 2 days ago,Web Developer,India,,1200000.0,Yearly,Bhopal,,,1.0,,undergraduate,PHP Developer,['R']
4918,job_b88890b2b4d33fff,Infikey Technologies Pvt Ltd,"Ahmedabad, Gujarat",Posted 2 days ago,Web Developer,India,35000.0,20000.0,Monthly,Ahmedabad,,,2.0,Full-time,,Laravel Developer,['R']
4919,job_cdb3ce16b60e265b,SkillWize Consultants,"Navi Mumbai, Maharashtra",Posted 2 days ago,Web Developer,India,25000.0,20000.0,Monthly,Navi Mumbai,,,2.0,Full-time,,Web Developer,"['D', 'C', 'CSS', 'Go', 'HTML', 'R', 'Java', 'ML', 'Javascript']"
4920,job_4ac56e074722809f,Suncoast Group,"Kolkata, West Bengal",Posted 2 days ago,Web Developer,India,23000.0,15000.0,Monthly,Kolkata,,,3.0,,undergraduate,Front End WordPress Developer,[]
4921,job_e976c34644883756,Pixxel Utility Services Pvt. Ltd.,"Chandigarh, Chandigarh",Posted 2 days ago,Web Developer,India,30000.0,10500.0,Monthly,Chandigarh,,,1.0,Full-time,undergraduate,PHP & Wordpress Developer,['R']
4922,job_2ccffb38a62c55d6,UPSQODE,"Surat, Gujarat",Posted 2 days ago,Web Developer,India,25000.0,10000.0,Monthly,Surat,,,1.0,Full-time,undergraduate,Wordpress Developer,['R']
4923,job_835664313b2af63c,sayndigi Infotech,"Kolkata, West Bengal",Posted 2 days ago,Web Developer,India,12000.0,8000.0,Monthly,Kolkata,,,1.0,Full-time,undergraduate,Web Designer,"['D', 'C', 'CSS', 'HTML', 'R', 'PHP', 'Creative', 'ML', 'Flexible', 'Marketing', 'Excel']"
4924,job_7f621eb52b8cde77,Easy Solution Infosystem Pvt Ltd,"Azadpur, Delhi, Delhi",Posted 2 days ago,Web Developer,India,33755.0,9745.0,Monthly,Azadpur,,,1.0,Full-time,undergraduate,PHP Developer,"['D', 'C', 'Laravel', 'Go', 'R', 'PHP']"
4925,job_a9a1149a81a2150e,Adroit Infosol,"Vadodara, Gujarat",Posted 2 days ago,Web Developer,India,360000.0,180000.0,Yearly,Vadodara,,,,Full-time,,UI/UX Designer  Web And Mobile App Designer,"['UX', 'D', 'Vi', 'Go', 'InVision', 'UI', 'Excel']"
