Unnamed: 0,id,company,location,postDate,title scraped for,Country,upper_salary,lower_salary,payment_frequency,State,age,Position,year_of_exp,contract_type,eligibility,title_cleaned,skills_list
4720,job_5bb8d963750f2306,HireMee,"Allahabad, Uttar Pradesh+21 locations",1 day ago,Web Developer,India,,,,Allahabad,,,,,postgraduate,Test Automation Engineer,['C']
4721,job_16bf2eafbe0c56c8,Technosys Solutions,India,1 day ago,Web Developer,India,,,,India,,Senior Level,6.0,,,DOT NET DEVELOPER,['R']
4722,job_98375a048c06ab5b,Vodafone,"Pune, Maharashtra",1 day ago,Web Developer,India,,,,Pune,,,,,,Assistant Manager  Python Senior Developer,"['Ada', 'MongoDB', 'SQL', 'D', 'C', 'Vi', 'Go', 'R', 'DevOps', 'NoSQL', 'Django', 'Python']"
4723,job_c2016a0eac13bf5f,Prodapt SA,"Hyderabad, Telangana",1 day ago,Web Developer,India,,,,Hyderabad,,,,,undergraduate,Technical leaders Java Full stack,"['http', 'D', 'C', 'CSS', 'client', 'Machine Learning', 'HTML', 'R', 'SDLC', 'Java', 'ML', 'Vi', 'Javascript']"
4724,job_3b75603a4bdbb29d,Standard Chartered,"Bengaluru, Karnataka",1 day ago,Web Developer,India,,,,Bengaluru,,Senior Level,160.0,,undergraduate,Lead Engineer,[]
4725,job_f324e271ff26f552,IBM,"Gurgaon, Haryana+3 locations",1 day ago,Web Developer,India,,,,Gurgaon,,,3.0,,postgraduate,AWS Cloud FullStack,[]
4726,job_7d2f50fba9dce08d,Tactica,"Bengaluru, Karnataka",1 day ago,Web Developer,India,,,,Bengaluru,,,,,,Java Fullstack Architect,"['AWS', 'D', 'C', 'Docker', 'R', 'Java']"
4727,job_4c3dc911b18b608f,VertiSystem,Remote,1 day ago,Web Developer,India,,,,Remote,,Senior Level,4.0,Contract,postgraduate,Full Stack,"['AWS', 'SQL', 'D', 'C', 'PostgreSQL', 'Docker', 'OpenID', 'R', 'Java', 'Git', 'OAuth', 'Excel']"
4728,job_c5d0d2ddb27675d1,ArkssTech - Dedicated IT Team,Remote,1 day ago,Web Developer,India,20000.0,10000.0,Monthly,Remote,,,1.0,,,Web Designer & Developer,"['JSON', 'D', 'DOM', 'R', 'js', 'Java']"
4729,job_837a7818b706037c,Learnedze Networks,"Remote in Bengaluru, Karnataka",1 day ago,Web Developer,India,,200000.0,Yearly,Remote in Bengaluru,,,1.0,Full-time,undergraduate,Web Developer,['R']
4730,job_f0c2effcc4f4671e,Aalan Infotech,"Salem, Tamil Nadu",1 day ago,Web Developer,India,30000.0,10000.0,Monthly,Salem,,,,,undergraduate,Web Developer,"['C', 'CSS', 'HTML', 'R', 'ML']"
4731,job_ddd8fcfb235a0447,Launchpad App Development,Remote,1 day ago,Web Developer,India,,25000.0,Monthly,Remote,,,1.0,,,Front end Developer,"['D', 'C', 'CSS', 'R', 'Git']"
4732,job_7d4919a2e3b27004,Usha-System,"Remote in Coimbatore, Tamil Nadu",1 day ago,Web Developer,India,45000.0,25000.0,Monthly,Remote in Coimbatore,,,1.0,,undergraduate,Angular/ Javascript/   Web Developer   Immediate Hiring,"['AWS', 'D', 'C', 'CSS', 'HTML', 'R', 'Java', 'ML', 'angular', 'Javascript']"
4733,job_1eea2adec9d57165,GNB-TECH SOFTWARE SOLUTIONS PVT LTD,"T Nagar, Chennai, Tamil Nadu",1 day ago,Web Developer,India,65000.0,25000.0,Monthly,T Nagar,,Senior Level,2.0,Full-time,undergraduate,Senior Web Developer,"['D', 'C', 'CSS', 'HTML', 'R', 'ML']"
4734,job_8467bff16c59c9cd,PADAIE,"Gurgaon, Haryana",1 day ago,Web Developer,India,,8000.0,Monthly,Gurgaon,,,1.0,,undergraduate,Web Developer,"['D', 'C', 'CSS', 'HTML', 'R', 'ML']"
4735,job_3666f6f98a2a01f0,Gembrill Technologies India pvt ltd,"Remote in Chennai, Tamil Nadu",1 day ago,Web Developer,India,,,,Remote in Chennai,,,1.0,,undergraduate,UI Developer,['R']
4736,job_a32cca06d886bc3c,Strategic Talent Partner,"Bengaluru, Karnataka",Hiring ongoing,Web Developer,India,1500000.0,1000000.0,Yearly,Bengaluru,,,3.0,Full-time,postgraduate,Database Developer,"['D', 'C', 'R', 'BA']"
4737,job_e2fd2670cfe3da70,Paradise Techsoft Solutions,"Mohali, Punjab",1 day ago,Web Developer,India,,,,Mohali,,,,,,Web Designer,['R']
4738,job_b71ee2baf014fe99,TechGlobe IT Solutions Private Limited,"Ashok Nagar, Delhi, Delhi",1 day ago,Web Developer,India,35000.0,18000.0,Monthly,Ashok Nagar,,Senior Level,2.0,Full-time,postgraduate,Senior HTML Developer,['R']
4739,job_6400c529dc544447,New Systems,"Remote in Bengaluru, Karnataka",1 day ago,Web Developer,India,1800000.0,1000000.0,Yearly,Remote in Bengaluru,,,5.0,,undergraduate,Full Stack Developer,"['Java', 'C', 'R']"
4740,job_562ba20d55cfc1ef,Roadcast Tech. Solutions Pvt. Ltd.,"New Delhi, Delhi",Hiring ongoing,Web Developer,India,1500000.0,600000.0,Yearly,New Delhi,,,1.0,Full-time,undergraduate,Backend Developer,"['SQL', 'D', 'C', 'Flask', 'R', 'Python']"
4741,job_08408b1033b71921,Greensparrow Pvt Ltd,"Jalandhar, Punjab",1 day ago,Web Developer,India,30000.0,10000.0,Monthly,Jalandhar,,,,,,Front End Developer,['R']
4742,job_b09d1f1cf99d7b12,DIGI BROOKS,"Mohali, Punjab",1 day ago,Web Developer,India,,,,Mohali,,,1.0,Full-time,,Web Developer,"['D', 'C', 'CSS', 'HTML', 'R', 'Java', 'ML']"
4743,job_7fe2ea78f98bdf0f,OSV solutions Private Limited,"Hyderabad, Telangana",1 day ago,Web Developer,India,,500000.0,Yearly,Hyderabad,,,2.0,Full-time,undergraduate,Front End Developer,['R']
4744,job_5889e6641769ce0b,Betacore Corporate Services Private Limited,"Jatani, Orissa",1 day ago,Web Developer,India,140000.0,100000.0,Monthly,Jatani,,,,,undergraduate,Full Stack Developer,['R']
4745,job_3d5104de7ef047a2,Softzone,"Thiruvananthapuram, Kerala",Hiring ongoing,Web Developer,India,,10000.0,Monthly,Thiruvananthapuram,,,1.0,,undergraduate,Web Developer,"['SQL', 'D', 'C', 'Go', 'R', 'js', 'Flexible', 'MySQL', 'Node.js']"
4746,job_10519c0ca37bac89,PixFirst,"Remote in Bengaluru, Karnataka",1 day ago,Web Developer,India,2200000.0,1500000.0,Yearly,Remote in Bengaluru,,,3.0,,undergraduate,ReactJS Developer,[]
4747,job_785e94d196006ba0,Ciphernutz IT Services,"Surat, Gujarat",1 day ago,Web Developer,India,80000.0,16000.0,Monthly,Surat,,,,Full-time,,ReactJS Developer,"['D', 'C', 'UI']"
4748,job_5c7e3283dee27bc5,MindCrew Technologies Pvt Ltd,"Indore, Madhya Pradesh",1 day ago,Web Developer,India,1395064.0,333580.0,Yearly,Indore,,,1.0,Full-time,,Full Stack Developer,['R']
4749,job_42d74109294973ca,DATATERRAIN LTD. (www.dataterrain.com),"Chennai, Tamil Nadu",1 day ago,Web Developer,India,90053.0,50000.0,Monthly,Chennai,,,3.0,Full-time,undergraduate,C,"['jQuery', 'Go', 'R', 'SOAP', 'Java', 'Flexible', 'Javascript']"
4750,job_95d343c4a8ce1c07,HandBuiltApps,"Tiruchchirappalli, Tamil Nadu+1 location",1 day ago,Web Developer,India,50000.0,35000.0,Monthly,Tiruchchirappalli,,,1.0,,undergraduate,Power BI Developer,['R']
4751,job_e3913820e5028aa8,Just hired consultancy,"Jaipur, Rajasthan",1 day ago,Web Developer,India,,660000.0,Monthly,Jaipur,,,3.0,,postgraduate,Web Developer,['R']
4752,job_5e2105a5bdee07a1,24Seven Commerce,"Temporarily Remote in New Delhi, Delhi",1 day ago,Web Developer,India,150000.0,40000.0,Monthly,Temporarily Remote in New Delhi,,,1.0,,,"Software Developer with MVC, ASP.Net Experience",['R']
4753,job_880c649d25723b89,Vyshnavi Information Technology,"Bengaluru, Karnataka",1 day ago,Web Developer,India,,,,Bengaluru,,,1.0,,undergraduate,Front End Developer,"['D', 'C', 'HTML', 'R', 'Java', 'ML']"
4754,job_2d4e2a8ea280c7f0,Easyrewardz Software Services Pvt Ltd,"Gurgaon, Haryana",1 day ago,Web Developer,India,1343896.0,314832.0,Yearly,Gurgaon,,,1.0,Full-time,undergraduate,ReactJS Developer,"['D', 'C', 'CSS', 'Go', 'HTML', 'R', 'js', 'Java', 'ML', 'Excel']"
4755,job_91b0a405feb5dabc,Even Cargo,"Saket, Delhi",1 day ago,Web Developer,India,30000.0,25000.0,Monthly,Saket,,,1.0,,undergraduate,Mobile Application Developer,"['D', 'C', 'C++', 'R', 'Java', 'Swift', 'Excel']"
4756,job_ca3b5ed257241e3a,Beagle Security,"Thiruvananthapuram, Kerala",1 day ago,Web Developer,India,35000.0,12929.0,Monthly,Thiruvananthapuram,,,1.0,Full-time,undergraduate,Front End Developer,"['D', 'C', 'HTML', 'R', 'Java', 'ML', 'Flexible']"
4757,job_69af8c5eadbf9449,ArkssTech - Dedicated IT Team,"Remote in Noida, Uttar Pradesh",1 day ago,Web Developer,India,20907.0,8754.0,Monthly,Remote in Noida,,,1.0,,postgraduate,Web Designer,"['jQuery', 'C', 'CSS', 'HTML', 'R', 'ML']"
4758,job_e91c44a243968eff,Skematix Technologies,"Coimbatore, Tamil Nadu",1 day ago,Web Developer,India,50000.0,20000.0,Monthly,Coimbatore,,,1.0,,undergraduate,Front end Developer   React,"['C', 'Cascading Style Sheets', 'CSS', 'HTML', 'R', 'Java', 'ML']"
4759,job_39f5febce9ef4a23,Bepoj,"Chandigarh, Chandigarh",1 day ago,Web Developer,India,55000.0,25000.0,Monthly,Chandigarh,,,1.0,Full-time,undergraduate,ReactJS Developer,"['D', 'C', 'CSS', 'client', 'HTML', 'R', 'Java', 'ML']"
4760,job_aa97f580463e381b,Videoverse,Remote,1 day ago,Web Developer,India,3000000.0,1000000.0,Yearly,Remote,,,2.0,Full-time,undergraduate,Full Stack Developer,"['Extreme Programming', 'D', 'C', 'R', 'Java']"
4761,job_1974ce2d26edf5ff,Nimble technocrats,"Jalandhar, Punjab",1 day ago,Web Developer,India,25000.0,20000.0,Monthly,Jalandhar,,,2.0,Full-time,undergraduate,Web Developer,"['jQuery', 'D', 'C', 'CSS', 'HTML', 'R', 'PHP', 'Java', 'ML']"
4762,job_9515466500baae77,Aliqan Technologies,"Noida, Uttar Pradesh+1 location",Hiring ongoing,Web Developer,India,1800000.0,1200000.0,Yearly,Noida,,Mid-Level,1.0,Full-time,undergraduate,Angular Developer,"['D', 'C', 'CSS', 'DOM', 'asp', 'HTML', 'R', 'Java', 'ML', 'UI']"
4763,job_2c9141f117c6bcfc,Advet Health Group,"Mangalore, Karnataka",1 day ago,Web Developer,India,,,,Mangalore,,,1.0,,,Web Developer/Designer,"['D', 'C', 'CSS', 'HTML', 'R', 'ML']"
4764,job_b5e846f0cb1e457f,Kiash Soluitons LLP,"Remote in Bengaluru, Karnataka",1 day ago,Web Developer,India,1512000.0,1373010.0,Yearly,Remote in Bengaluru,,,5.0,,undergraduate,React Developer,"['js', 'C', 'R', 'Excel']"
4765,job_8739769f0dfefc47,Epitome Network,"Navi Mumbai, Maharashtra",1 day ago,Web Developer,India,50000.0,30000.0,Monthly,Navi Mumbai,,,3.0,,undergraduate,PHP Web Developer,"['SQL', 'D', 'R', 'PHP', 'Excel']"
4766,job_b314d5c35344c973,Codearts Solution Pvt Ltd,"Kolkata, West Bengal",1 day ago,Web Developer,India,170000.0,144000.0,Yearly,Kolkata,,,1.0,Full-time,,Wordpress Developer,"['jQuery', 'C', 'Go', 'HTML', 'Java', 'ML', 'Excel']"
4767,job_4e864794fe200e75,Evervent,"Mohali, Punjab",1 day ago,Web Developer,India,1200000.0,500000.0,Yearly,Mohali,,,2.0,Full-time,postgraduate,MERN Stack Developer,['R']
4768,job_7e1228fb442d8aab,Hogarth Worldwide,"Chennai, Tamil Nadu",1 day ago,Web Developer,India,,,,Chennai,,,,,,Software Testing Engineer,"['AWS', 'Ada', 'SQL', 'D', 'C', 'R', 'Java', 'Git', 'DevOps', 'Vi']"
4769,job_d4895c3ceb64481d,EARNWEALTH SOLUTIONS PVT LTD,"Pune, Maharashtra",1 day ago,Web Developer,India,,30000.0,Monthly,Pune,,,1.0,,undergraduate,PHP Web Developer,"['SQL', 'D', 'C', 'CSS', 'Laravel', 'Go', 'HTML', 'R', 'PHP', 'Java', 'ML', 'MySQL']"
4770,job_8d6e78a4ddacee11,Vision Mechatronics Pvt Ltd,"Thane, Maharashtra",1 day ago,Web Developer,India,500000.0,300000.0,Yearly,Thane,,,3.0,Full-time,undergraduate,Software Developer,"['SQL', 'D', 'C', 'CSS', 'HTML', 'R', 'PHP', 'Java', 'ML']"
4771,job_899e3f8d0b1f31ca,HCS Technologies Pvt Ltd.,"Banaswadi, Bengaluru, Karnataka",1 day ago,Web Developer,India,300000.0,225000.0,Yearly,Banaswadi,,Senior Level,1.0,,postgraduate,Experienced Java Developer,"['SQL', 'D', 'C', 'CSS', 'Go', 'HTML', 'R', 'Java', 'ML', 'Excel']"
4772,job_58b510f892e4dd9d,Techflux Solutions,"Nashik, Maharashtra",1 day ago,Web Developer,India,,,,Nashik,,,1.0,,undergraduate,Fresher Web Developer,['R']
4773,job_7725e801abb99e11,AOTWO Web and Technology Pvt Ltd.,"Madhyamgram, Kolkata, West Bengal",1 day ago,Web Developer,India,14500.0,7000.0,Monthly,Madhyamgram,,,,Full-time,,HTML Coder and Web Designer,"['D', 'C', 'CSS', 'HTML', 'R', 'ML']"
4774,job_4660ced21b1956bf,Wavyinformatics,"Panchkula, Haryana",Posted 1 day ago,Web Developer,India,25000.0,10000.0,Monthly,Panchkula,,,1.0,,,Web Designer,"['jQuery', 'D', 'C', 'CSS', 'HTML', 'R', 'PHP', 'Java', 'ML', 'Flexible']"
4775,job_047214e4ab811f4b,Appcino Technologies | Part of Xebia,"Jaipur, Rajasthan",Hiring ongoing,Web Developer,India,,500000.0,Yearly,Jaipur,,,,,undergraduate,Java Developer,"['SQL', 'Ruby on Rails', 'D', 'C', 'C++', 'R', 'Java', 'Excel']"
4776,job_bc545f0124ede78b,Datrax Services Pvt Ltd,"Gurgaon, Haryana",Posted 1 day ago,Web Developer,India,1500000.0,800000.0,Yearly,Gurgaon,,,3.0,Full-time,undergraduate,Java Developer,"['D', 'C', 'R']"
4777,job_596d6743615605dc,Influence Technolabs Pvt Ltd,"Delhi, Delhi",Posted 1 day ago,Web Developer,India,,120000.0,Yearly,Delhi,,,1.0,,undergraduate,Full Stack MERN Developers,"['D', 'C', 'R', '.NET', 'UI', 'UX']"
4778,job_29c22c0c6b4288fc,NK Crafts & Designs Pvt Ltd,"Hyderabad, Telangana",Posted 1 day ago,Web Developer,India,,300000.0,Yearly,Hyderabad,,,1.0,,undergraduate,UI Developer,"['D', 'C', 'CSS', 'HTML', 'R', 'ML', 'Flexible']"
4779,job_385f93a78dd16a88,Exiver Projects Private Limited,"Mohali, Punjab",Posted 1 day ago,Web Developer,India,35000.0,20000.0,Monthly,Mohali,,,1.0,,undergraduate,Python/Django Developer,"['SQL', 'D', 'C', 'Redis', 'CSS', 'HTML', 'R', 'Java', 'Git', 'Django', 'ML', 'server', 'MySQL', 'Python', 'Javascript']"
4780,job_4f05024aedabc7e3,JSS Software,Remote,Posted 1 day ago,Web Developer,India,30000.0,20000.0,Monthly,Remote,,,2.0,,undergraduate,Full Stack Developer,"['D', 'client', 'C']"
4781,job_29e7b8229cdead7e,Ziksati Pvt Ltd,"Remote in Hyderabad, Telangana",Posted 1 day ago,Web Developer,India,40000.0,15000.0,Monthly,Remote in Hyderabad,,Senior Level,2.0,Full-time,undergraduate,Senior PHP Developer,[]
4782,job_e8c14908157ca9d2,Sienti Solutions Pvt Ltd,"Kochi, Kerala",Posted 1 day ago,Web Developer,India,25000.0,15000.0,Monthly,Kochi,,,1.0,Full-time,undergraduate,Web Designer,"['D', 'R']"
4783,job_68adac834d8fd0b6,Akuna Technologies,"Mysore, Karnataka",Posted 1 day ago,Web Developer,India,715981.0,309939.0,Yearly,Mysore,,,1.0,,postgraduate,PHP Web Developer,"['SQL', 'D', 'C', 'CSS', 'Laravel', 'client', 'Go', 'HTML', 'R', 'PHP', 'CakePHP', 'Git', 'Java', 'ML', 'SAS', 'MySQL']"
4784,job_091683ea878a81cb,TechPrimeLab Softwares Pvt. Ltd.,"Remote in Pune, Maharashtra",Posted 1 day ago,Web Developer,India,1800000.0,1000000.0,Yearly,Remote in Pune,,Senior Level,1.0,Full-time,,Senior Associate Full Stack Developer,"['SQL', 'D', 'C', 'end to end ownership', 'CSS', 'HTML', 'R', '.NET', 'Java', 'ML', 'UI', 'Javascript']"
4785,job_98447685206d4c9c,MagicDecor,"Remote in Bhubaneshwar, Orissa",Posted 1 day ago,Web Developer,India,60000.0,40000.0,Monthly,Remote in Bhubaneshwar,,,1.0,Full-time,undergraduate,PHP Developer,"['PHP', 'D', 'R']"
4786,job_2664a1c55775f891,Aspireideas Software Solutions Pvt Ltd,"Remote in Kendraparha, Orissa",Posted 1 day ago,Web Developer,India,80000.0,60000.0,Yearly,Remote in Kendraparha,,,1.0,,undergraduate,PHP Web Developer,"['C', 'C++', 'HTML', 'R', 'PHP', 'Java', 'ML']"
4787,job_c5e1b74b17e0f548,Raisonminds solutions Pvt ltd,"Hyderabad, Telangana",Posted 1 day ago,Web Developer,India,180000.0,120000.0,Yearly,Hyderabad,,Mid-Level,1.0,Full-time,undergraduate,Junior UI Developer,"['C', 'CSS', 'HTML', 'js', 'Java', 'ML']"
4788,job_ff95e8e588d56b4b,Emerinter Web Services,"Remote in Kochi, Kerala",Posted 1 day ago,Web Developer,India,,,,Remote in Kochi,,,3.0,,postgraduate,PHP Developer Part time and WFH,"['SQL', 'D', 'C', 'CSS', 'HTML', 'R', 'PHP', 'ML', 'MySQL']"
4789,job_bf1f93bedc250d12,Unlimint,"Gurgaon, Haryana",Posted 1 day ago,Web Developer,India,,,,Gurgaon,,,3.0,,,Software Development Engineer,"['D', 'C', 'Go', 'R', 'Java', 'Flexible']"
4790,job_c516256148fc6404,Bizmorphic Research Pvt Ltd,"Pune, Maharashtra",Posted 1 day ago,Web Developer,India,600000.0,400000.0,Yearly,Pune,,,1.0,Full-time,undergraduate,Full Stack Developer,"['D', 'C', 'mongo', 'R', 'js', 'Git', 'Node.js', 'Excel']"
4791,job_bdfaa586aa0cf8f3,Kiash Soluitons LLP,"Bengaluru, Karnataka+1 location",Posted 1 day ago,Web Developer,India,1352468.0,306875.0,Yearly,Bengaluru,,,2.0,,postgraduate,.Net Developer,['R']
4792,job_f338f2c2dc673b04,CNV labs & Technologies Pvt. Ltd,Remote,Posted 1 day ago,Web Developer,India,35000.0,12000.0,Monthly,Remote,,Mid-Level,4.0,Full-time,,Junior PHP Developer,['R']
4793,job_8ded0d5f8e7c33fc,BS&B Technologies,"Chennai, Tamil Nadu",Posted 1 day ago,Web Developer,India,,1100000.0,Yearly,Chennai,,Senior Level,4.0,Full-time,undergraduate,.Net Developer,"['XML', 'JSON', 'SQL', 'D', 'C', 'C#', 'CSS', 'HTML', 'R', '.NET', 'Java', 'server', 'ML', 'SSI', 'Vi']"
4794,job_e25dded4825acac4,Neo Credence,"Remote in Bengaluru, Karnataka",Posted 1 day ago,Web Developer,India,,2200000.0,Yearly,Remote in Bengaluru,,,7.0,Full-time,,Python Developer,"['AWS', 'D', 'C', 'Docker', 'client', 'R', 'Django', 'server', 'Python']"
4795,job_8305e270e4c8e4e2,Web Design Company,"Kolkata, West Bengal",Posted 1 day ago,Web Developer,India,,,,Kolkata,,,4.0,,,Wordpress Developer,['R']
4796,job_656ddca15df500cb,Quacklabs,"Bhubaneshwar, Orissa",Posted 1 day ago,Web Developer,India,,,,Bhubaneshwar,,Senior Level,2.0,,undergraduate,PHP Developer,"['D', 'C', 'CSS', 'Go', 'HTML', 'PHP', 'Java', 'ML']"
4797,job_3c2d9f1d81aa7735,Hello Project,"Coimbatore, Tamil Nadu",Hiring ongoing,Web Developer,India,,100000.0,Yearly,Coimbatore,,,1.0,Full-time,undergraduate,1,['R']
4798,job_e47a7514c9312b5e,Neodigitech Innovations Private Limited,"Lucknow, Uttar Pradesh",Posted 1 day ago,Web Developer,India,39551.0,10228.0,Monthly,Lucknow,,Senior Level,1.0,Full-time,undergraduate,Senior PHP Developer,['R']
4799,job_a649908137934d9a,Talent Corner HR Services Private Limited,"Mumbai, Maharashtra",Posted 1 day ago,Web Developer,India,500000.0,300000.0,Yearly,Mumbai,,,1.0,Full-time,,Angular Developer,['R']
4800,job_24f0a4bf4049cee9,CNV labs & Technologies Pvt. Ltd,Remote,Posted 1 day ago,Web Developer,India,700000.0,400000.0,Yearly,Remote,,Senior Level,7.0,Full-time,,Senior PHP Developer,['R']
4801,job_38f149d02cfd3f87,Complete job,"Remote in Noida, Uttar Pradesh",Posted 1 day ago,Web Developer,India,100000.0,80000.0,Monthly,Remote in Noida,,,1.0,Contract,undergraduate,Dot Net Developer,"['SQL', 'D', 'C', 'C#', 'R', '.NET', 'Java', 'Javascript']"
4802,job_6cf3137ac1a8ff14,WhizCrow Technologies Pvt Ltd,"Remote in Mumbai, Maharashtra",Posted 1 day ago,Web Developer,India,18000.0,13000.0,Monthly,Remote in Mumbai,,,1.0,Full-time,undergraduate,Web Developer  Full Stack,"['D', 'C', 'R', 'server']"
4803,job_604332b9b3d0e507,ArkssTech - Dedicated IT Team,"Remote in Noida, Uttar Pradesh+1 location",Posted 1 day ago,Web Developer,India,20000.0,10156.0,Monthly,Remote in Noida,,,1.0,,,Wordpress Developer,"['D', 'C', 'CSS', 'Go', 'HTML', 'R', 'PHP', 'Java', 'ML']"
4804,job_08b6bac404254688,ICON TECHSOFT PVT. LTD.,"Ahmedabad, Gujarat",Posted 1 day ago,Web Developer,India,40000.0,15000.0,Monthly,Ahmedabad,,,1.0,,,PHP Wordpress Developer,['R']
4805,job_2fce50fa19ae70c9,Whizamet Services Pvt. Ltd.,"Mohali, Punjab",Posted 1 day ago,Web Developer,India,60000.0,40000.0,Monthly,Mohali,,,1.0,Full-time,undergraduate,Core PHP,"['D', 'C', 'CSS', 'Go', 'HTML', 'R', 'PHP', 'Java', 'ML']"
4806,job_1fd6da1b26a62035,Maskoid Technologies Private Limited,"Vadodara, Gujarat",Posted 1 day ago,Web Developer,India,,,,Vadodara,,,,,undergraduate,PHP Developer Intern,"['D', 'C', 'R', 'PHP', 'Flexible']"
4807,job_59eab5398ffa549c,Get Website Services,"Hyderabad, Telangana",Posted 1 day ago,Web Developer,India,,9053.0,Monthly,Hyderabad,,,1.0,,,PHP & Wordpress Developer,['R']
4808,job_869d1bf52681aa0d,Talent Basket,"Hyderabad, Telangana+2 locations",Posted 1 day ago,Web Developer,India,,1882856.0,Yearly,Hyderabad,,,3.0,Full-time,undergraduate,ReactJS Developer,['R']
4809,job_0aea52747cf89d4a,Unlimint,"Gurgaon, Haryana",Posted 1 day ago,Web Developer,India,,,,Gurgaon,,,,,,Software Development Engineer,"['Flexible', 'D', 'C', 'Java']"
4810,job_c939d8b63fbce7cc,Avestan Technologies,"Mumbai, Maharashtra",Posted 1 day ago,Web Developer,India,40000.0,20000.0,Monthly,Mumbai,,,1.0,Full-time,undergraduate,.Net core Developer,"['SQL', 'C', 'C#', 'HTML', 'R', '.NET', 'Java', 'ML', 'MySQL']"
4811,job_d4bdab2ce0747efa,Menteechain Consultancy,"Bengaluru, Karnataka",Posted 1 day ago,Web Developer,India,1000000.0,500000.0,Yearly,Bengaluru,,,2.0,Full-time,,Web and Graphic Designer,['R']
4812,job_d2eeab51d2fc2ba9,Raisonminds solutions Pvt ltd,"Hyderabad, Telangana",Posted 1 day ago,Web Developer,India,,,,Hyderabad,,Mid-Level,1.0,Full-time,undergraduate,Junior Dot Net Developer,['R']
4813,job_fd09858f975ce9eb,PM IT Solution,"Jaipur, Rajasthan",Posted 1 day ago,Web Developer,India,50000.0,25000.0,Monthly,Jaipur,,,1.0,Full-time,undergraduate,Full Stack Developer,"['D', 'C', 'CSS', 'C#', 'Flask', 'HTML', 'R', 'PHP', 'Java', 'api', 'Django', 'ML', 'server', 'Perl', 'Python']"
4814,job_bd084f79ebfed604,CM Solutionz,"Mohali, Punjab",Posted 1 day ago,Web Developer,India,25000.0,10000.0,Monthly,Mohali,,,1.0,,,PHP Developer,"['jQuery', 'D', 'C', 'Laravel', 'R', 'PHP', 'Java', 'Javascript']"
4815,job_86cc1173f90db767,Byzero Technologies,"Coimbatore, Tamil Nadu",Posted 1 day ago,Web Developer,India,30000.0,15000.0,Monthly,Coimbatore,,,2.0,Full-time,undergraduate,MERN Stack Developer,"['MongoDB', 'D', 'C', 'Go', 'HTML', 'R', 'js', 'Java', 'ML', 'Node.js']"
4816,job_0ec358d6decb9c3e,Qurencia Technologies,"Hyderabad, Telangana+1 location",Hiring ongoing,Web Developer,India,,2000000.0,Yearly,Hyderabad,,,5.0,Full-time,undergraduate,Front End Developer,['R']
4817,job_3460ebe368516e19,Spintly India Private Limited,"Madgaon, Goa",Posted 1 day ago,Web Developer,India,,15000.0,Monthly,Madgaon,,,,Full-time,undergraduate,Backend Software Engineer,"['D', 'C', 'Go']"
4818,job_dbee8cfedb47aa8b,Infomedia Web Solutions,"Lajpat Nagar, Delhi, Delhi",Posted 1 day ago,Web Developer,India,55000.0,40000.0,Monthly,Lajpat Nagar,,Senior Level,2.0,,,Senior PHP Developer,['R']
4819,job_791e85ab752ab049,Unlimint,"Gurgaon, Haryana",Posted 1 day ago,Web Developer,India,,,,Gurgaon,,,1.0,,,Software Development Engineer,"['D', 'C', 'R', 'Java', 'Flexible']"
4820,job_ee027fff738133a6,DMS Solutions,"Hyderabad, Telangana+4 locations",Posted 1 day ago,Web Developer,India,238000.0,175000.0,Monthly,Hyderabad,,,1.0,,postgraduate,Camunda / Java Developer,"['D', 'C', 'CSS', 'client', 'HTML', 'R', 'Java', 'ML', 'Excel']"
4821,job_5978118fcb2870e6,Sprouto Infosolutions Pvt. Ltd,"Vadodara, Gujarat",Posted 1 day ago,Web Developer,India,20000.0,10000.0,Monthly,Vadodara,,,,,undergraduate,PHP developer freshers/interns,"['SQL', 'D', 'C', 'CSS', 'Go', 'HTML', 'R', 'PHP', 'Java', 'NoSQL', 'ML']"
4822,job_999e51c7b6b3aab7,EBS Software Solution,"Shiliguri, West Bengal",Posted 1 day ago,Web Developer,India,15000.0,8000.0,Monthly,Shiliguri,,,1.0,Full-time,undergraduate,PHP Developer,['R']
4823,job_33008d2b47ecbffd,GNB-TECH SOFTWARE SOLUTIONS PVT LTD,"T Nagar, Chennai, Tamil Nadu",Posted 1 day ago,Web Developer,India,65000.0,25000.0,Monthly,T Nagar,,Senior Level,2.0,Full-time,undergraduate,Senior PHP Developer,"['XML', 'JSON', 'SQL', 'D', 'C', 'CSS', 'HTML', 'R', 'PHP', 'Java', 'Git', 'ML', 'MySQL', 'Javascript']"
4824,job_27c9b41f89e79970,YES IT Labs,"Remote in Salt Lake, Kolkata, West Bengal",Posted 1 day ago,Web Developer,India,40000.0,18000.0,Monthly,Remote in Salt Lake,,,1.0,Full-time,undergraduate,PHP Developer,"['SQL', 'C', 'CSS', 'Laravel', 'Go', 'HTML', 'PHP', 'Git', 'NoSQL', 'Communication Skills', 'ML', 'MySQL']"
4825,job_0d0ffeb6520608b1,Datrax Services Pvt Ltd,"Mumbai, Maharashtra",Posted 1 day ago,Web Developer,India,950000.0,500000.0,Yearly,Mumbai,,,4.0,Full-time,postgraduate,Net Developer,"['D', 'C', '.NET']"
